Mã người đăng,Mã bài đăng,Mã dự án,Tỉnh/Thành phố cũ,Tỉnh/Thành phố mới,Huyện/Quận cũ,Phường/Xã cũ,Phường mới,Số nhà,Đường,Loại hình,Cập nhât lần cuối,Số tầng,Có hướng ra đường,Vĩ độ,Kinh độ,Tọa độ,Tọa độ ID,Giá (chữ),Chiều dài,Chiều rộng,Mức độ quảng cáo,Đăng bởi Đối tác,Ngày đăng,Giá bán,Hình thức,Tình trạng nội thất,Đặc điểm căn hộ,Hướng cửa chính,Loại hình căn hộ,Hướng ban công,Đơn giá (tr/m2),Giấy tờ pháp lý,Số phòng ngủ,Diện tích,Số phòng vệ sinh
2878224,130181667,633879176,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Bình Chánh,Xã Tân Kiên,Xã Tân Nhựt,,Đường Huỳnh Bá Chánh,Căn hộ/Chung cư,2 tuần trước,0,False,10.716207,106.58481,"10.716207,106.5848072",,"2,9 tỷ",,,0,False,2026-03-15 12:10:41,2900000000 ₫,Mua bán,Hoàn thiện cơ bản,,Đông Nam,Chung cư,Tây Bắc,34.400948 tr/m²,Sổ hồng riêng,2 PN,84.3 m²,2
29797483,130181703,779005879,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Nhà Bè,Xã Phước Kiển,Xã Nhà Bè,,13,Căn hộ/Chung cư,1 tuần trước,0,False,10.70558,106.70701,"10.70558,106.70701",,"5,65 tỷ",,,0,False,2026-03-21 15:47:40,5650000000 ₫,Mua bán,Hoàn thiện cơ bản,,,Chung cư,,75.757576 tr/m²,Hợp đồng mua bán,2 PN,74.58 m²,2
29904213,130181896,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Bình Thạnh,Phường 2,Phường Gia Định,,Đường Phan Chu Trinh,Căn hộ/Chung cư,4 ngày trước,0,True,10.803685,106.70159,"10.8036849,106.7015901",osm:W32584896,"3,65 tỷ",,,0,False,2026-03-25 21:53:17,3650000000 ₫,Mua bán,,,,Chung cư,,58.870968 tr/m²,Sổ hồng riêng,2 PN,62 m²,
423435,130184121,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Bình Thạnh,Phường 12,Phường Bình Thạnh,,Đường Phan Chu Trinh,Căn hộ/Chung cư,3 ngày trước,0,True,10.803685,106.70159,"10.8036849,106.7015901",osm:W32584896,"3,65 tỷ",,,0,False,2026-03-26 21:34:03,3650000000 ₫,Mua bán,,,,Chung cư,,59.836067 tr/m²,Sổ hồng riêng,2 PN,61 m²,1
11467785,130186563,1208735487,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Bình Tân,Phường An Lạc,Phường An Lạc,,Võ Văn Kiệt,Căn hộ/Chung cư,1 tuần trước,0,False,10.72262,106.61204,"10.72262,106.61204",,"5,8 tỷ",,,0,False,2026-03-21 13:11:04,5800000000 ₫,Mua bán,Hoàn thiện cơ bản,Căn góc,Bắc,Chung cư,,61.05263 tr/m²,Sổ hồng riêng,3 PN,95 m²,2
8997749,130190249,1647432533,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Tân Bình,Phường 15,Phường Tân Sơn,33,Phan Huy Ích,Căn hộ/Chung cư,hôm qua,0,False,10.82523,106.63056,"10.82523,106.63056",,"4,4 tỷ",,,0,False,2026-03-30 15:49:33,4400000000 ₫,Mua bán,Nội thất đầy đủ,,,Chung cư,,48.88889 tr/m²,Sổ hồng riêng,2 PN,90 m²,2
8997749,130190418,1647432533,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Tân Bình,Phường 15,Phường Tân Sơn,33,Phan Huy Ích,Căn hộ/Chung cư,hôm qua,0,False,10.82523,106.63056,"10.82523,106.63056",,"4,75 tỷ",,,0,False,2026-03-30 15:47:19,4750000000 ₫,Mua bán,Nội thất đầy đủ,Căn góc,,Chung cư,,44.81132 tr/m²,Sổ hồng riêng,3 PN,106 m²,2
24626669,130192133,2064367520,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Long Thạnh Mỹ (Quận 9 cũ),Phường Long Bình,,Nguyễn Xiển,Căn hộ/Chung cư,3 tuần trước,0,False,10.8454,106.81972,"10.8454,106.81972",,"1,95 tỷ",,,0,False,2026-03-09 16:13:05,1950000000 ₫,Mua bán,Nội thất cao cấp,,Bắc,Chung cư,Nam,55.714287 tr/m²,Sổ hồng riêng,1 PN,35 m²,1
5521936,130192166,242132728,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 6,Phường 6,Phường Bình Tây,,Hồng Bàng,Căn hộ/Chung cư,hôm qua,0,False,10.75308,106.64583,"10.75308,106.64583",,"6,5 tỷ",,,0,False,2026-03-28 15:42:56,6500000000 ₫,Mua bán,,Căn góc,,Chung cư,,59.090908 tr/m²,Hợp đồng mua bán,3 PN,110 m²,2
5521936,130192325,242132728,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 6,Phường 6,Phường Bình Tây,,Hồng Bàng,Căn hộ/Chung cư,hôm qua,0,False,10.75308,106.64583,"10.75308,106.64583",,"5,3 tỷ",,,0,False,2026-03-28 16:02:55,5300000000 ₫,Mua bán,,,,Chung cư,,75.71429 tr/m²,Hợp đồng mua bán,2 PN,70 m²,2
9700741,130194412,1442612090,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Bình Chánh,Thị trấn Tân Túc,Xã Tân Nhựt,,Tân Túc,Căn hộ/Chung cư,10 giờ trước,0,False,10.68684,106.58548,"10.68684,106.58548",,"2,69 tỷ",,,0,False,2026-03-29 12:03:08,2690000000 ₫,Mua bán,Nội thất cao cấp,,,Chung cư,,44.833332 tr/m²,Sổ hồng riêng,2 PN,60 m²,2
9700741,130194491,1442612090,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Bình Chánh,Thị trấn Tân Túc,Xã Tân Nhựt,,Tân Túc,Căn hộ/Chung cư,10 giờ trước,0,False,10.68684,106.58548,"10.68684,106.58548",,"4,63 tỷ",,,0,False,2026-03-29 12:23:06,4630000000 ₫,Mua bán,Nội thất cao cấp,,,Chung cư,,40.97345 tr/m²,Sổ hồng riêng,3 PN,113 m²,2
25161887,130194517,66437335,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Bình Thạnh,Phường 12,Phường Bình Thạnh,,Phan Chu Trinh,Căn hộ/Chung cư,52 phút trước,0,True,10.80525,106.70295,"10.80525,106.70295",osm:W1271747107,"3,65 tỷ",,,0,False,2026-03-29 21:04:33,3650000000 ₫,Mua bán,,0,,Chung cư,,59.836067 tr/m²,Sổ hồng riêng,2 PN,61 m²,
9700741,130195501,,Bình Dương,TP Hồ Chí Minh,Thành phố Thuận An,Phường Lái Thiêu,Phường Lái Thiêu,,Nguyễn Chí Thanh,Căn hộ/Chung cư,9 giờ trước,0,False,10.904865,106.69996,"10.904865,106.6999563",,"1,39 tỷ",,,0,False,2026-03-29 13:03:06,1390000000 ₫,Mua bán,Nội thất cao cấp,,,Chung cư,,34.75 tr/m²,Hợp đồng mua bán,1 PN,40 m²,1
30565472,130195503,1351097640,Bình Dương,TP Hồ Chí Minh,Thành phố Dĩ An,Phường Bình An,Phường Đông Hòa,,"Đường DT16, phường Bình An, TP Dĩ An, Bình Dương",Căn hộ/Chung cư,2 ngày trước,0,False,10.906739,106.80196,"10.9067396,106.8019613",,"2,38 tỷ",,,,False,2026-03-27 13:30:27,2380000000 ₫,Mua bán,,,,Chung cư,,36.553524 tr/m²,Hợp đồng mua bán,2 PN,65.11 m²,2
15554284,130200044,,Bình Dương,TP Hồ Chí Minh,Thành phố Thuận An,Phường Bình Hòa,Phường Bình Hòa,,QL 13,Căn hộ/Chung cư,2 tuần trước,0,False,10.905831,106.73064,"10.9058317,106.7306375",,751 triệu,,,0,False,2026-03-13 19:00:00,751000000 ₫,Mua bán,,,,Chung cư,,9.50633 tr/m²,Sổ hồng riêng,2 PN,79 m²,
16871738,130200787,377394594,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Tân Phú,Phường Sơn Kỳ,Phường Tân Sơn Nhì,số 88,N1,Căn hộ/Chung cư,22 giờ trước,0,False,10.80384,106.61603,"10.80384,106.61603",,"6,15 tỷ",,,0,False,2026-03-28 23:44:02,6150000000 ₫,Mua bán,Nội thất đầy đủ,,,Chung cư,,72.35294 tr/m²,Hợp đồng mua bán,2 PN,85 m²,2
9689094,130201057,2117738109,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Bình Chánh,Xã Bình Hưng,Xã Bình Hưng,,Nguyễn Văn Linh,Căn hộ/Chung cư,1 tuần trước,0,False,10.72615,106.66785,"10.72615,106.66785",,"4,6 tỷ",,,0,False,2026-03-20 13:10:00,4600000000 ₫,Mua bán,,,,Chung cư,,57.5 tr/m²,Sổ hồng riêng,2 PN,80 m²,2
11857117,130203563,343413558,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 10,Phường 12,Phường Hòa Hưng,Số 200,12,Căn hộ/Chung cư,6 ngày trước,0,False,10.7762,106.67889,"10.7762,106.67889",,"13,9 tỷ",,,0,False,2026-03-23 11:47:10,13900000000 ₫,Mua bán,,,,Chung cư,,129.90654 tr/m²,Sổ hồng riêng,3 PN,107 m²,2
27689161,130205186,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Bình Tân,Phường Bình Hưng Hòa,Phường Bình Hưng Hòa,,Đường Số 5,Căn hộ/Chung cư,1 giờ trước,0,True,10.806146,106.60217,"10.8061458,106.6021741",osm:W215039436,"2,45 tỷ",,,0,False,2026-03-29 20:55:54,2450000000 ₫,Mua bán,,,,Chung cư,,38.88889 tr/m²,Sổ hồng riêng,2 PN,63 m²,1
19118976,130208295,1838753795,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 4,Phường 2,Phường Vĩnh Hội,278 – 283 ,Bến Vân Đồn,Căn hộ/Chung cư,2 tuần trước,0,False,10.75868,106.69458,"10.75868,106.69458",,"6,1 tỷ",,,0,False,2026-03-12 15:55:41,6100000000 ₫,Mua bán,Nội thất đầy đủ,,,Chung cư,,76.25 tr/m²,Hợp đồng mua bán,2 PN,80 m²,2
263046,130210174,1401039752,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 12,Phường Trung Mỹ Tây,Phường Trung Mỹ Tây,,Đường Tô Ký,Căn hộ/Chung cư,7 ngày trước,0,False,10.856544,106.614395,"10.856544,106.6143944",,"1,99 tỷ",,,0,False,2026-03-23 10:42:45,1990000000 ₫,Mua bán,,,,Chung cư,,39.562702 tr/m²,Sổ hồng riêng,2 PN,50.2999 m²,2
23219527,130213451,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Bình Thạnh,Phường 12,Phường Bình Thạnh,,4 Phan Chu Trinh,Căn hộ/Chung cư,5 ngày trước,0,False,10.811047,106.70105,"10.8110465,106.7010518",,"3,65 tỷ",,,0,False,2026-03-24 14:04:04,3650000000 ₫,Mua bán,,,,Chung cư,,58.870968 tr/m²,Sổ hồng riêng,2 PN,62 m²,1
17217338,130214159,2052895476,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 4,Phường 13,Phường Xóm Chiếu,Số 34-35,Bến Vân Đồn,Căn hộ/Chung cư,4 tuần trước,0,False,10.76709,106.70363,"10.76709,106.70363",,"6,9 tỷ",,,,False,2026-03-02 21:24:14,6900000000 ₫,Mua bán,,,,Chung cư,,115 tr/m²,Hợp đồng mua bán,2 PN,60 m²,
27906840,130218594,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường An Phú (Quận 2 cũ),Phường Bình Trưng,,Đường số 1,Căn hộ/Chung cư,2 giờ trước,0,True,10.784444,106.73079,"10.7844437,106.7307864",osm:W32587109,"4,1 tỷ",,,0,False,2026-03-30 08:45:04,4100000000 ₫,Mua bán,,,,Chung cư,,59.420288 tr/m²,Sổ hồng riêng,2 PN,69 m²,2
30666859,130222789,724236515,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Bình Tân,Phường An Lạc,Phường An Lạc,,An Dương Vương,Căn hộ/Chung cư,hôm qua,0,False,10.72827,106.61888,"10.72827,106.61888",,"4,5 tỷ",,,0,False,2026-03-28 16:19:01,4500000000 ₫,Mua bán,Nội thất đầy đủ,,Đông,Chung cư,,66.17647 tr/m²,Sổ hồng riêng,2 PN,68 m²,2
3887643,130225713,1442612090,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Bình Chánh,Thị trấn Tân Túc,Xã Tân Nhựt,,Tân Túc,Căn hộ/Chung cư,hôm qua,0,False,10.68684,106.58548,"10.68684,106.58548",,"5,2 tỷ",,,0,False,2026-03-28 12:23:52,5200000000 ₫,Mua bán,Hoàn thiện cơ bản,,,Chung cư,,61.17647 tr/m²,Đang chờ sổ,3 PN,85 m²,
40910,130227576,2064367520,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Long Thạnh Mỹ (Quận 9 cũ),Phường Long Bình,,Nguyễn Xiển,Căn hộ/Chung cư,2 ngày trước,0,False,10.8454,106.81972,"10.8454,106.81972",,"2,6 tỷ",,,0,False,2026-03-27 16:11:04,2600000000 ₫,Mua bán,,,,Chung cư,,53.061226 tr/m²,Hợp đồng mua bán,2 PN,49 m²,1
25776644,130228549,,Bình Dương,TP Hồ Chí Minh,Thành phố Dĩ An,Phường Tân Đông Hiệp,Phường Tân Đông Hiệp,,Đường tỉnh 743C,Căn hộ/Chung cư,4 tuần trước,0,True,10.909372,106.743195,"10.9093722,106.7431981",osm:W1280544990,"1,45 tỷ",,,,False,2026-03-03 08:41:37,1450000000 ₫,Mua bán,Hoàn thiện cơ bản,,,Chung cư,,24.166666 tr/m²,Sổ hồng riêng,2 PN,60 m²,1
30536055,130229280,,Bình Dương,TP Hồ Chí Minh,Thành phố Dĩ An,Phường Đông Hòa,Phường Đông Hòa,38,Đường Thống Nhất,Căn hộ/Chung cư,4 ngày trước,0,True,10.89115,106.8022,"10.89115,106.8022028",osm:W1301575040,"2,606 tỷ",,,0,False,2026-03-25 17:04:58,2606898355 ₫,Mua bán,Hoàn thiện cơ bản,,,Chung cư,Đông Nam,50.13266 tr/m²,Hợp đồng đặt cọc,2 PN,52 m²,2
17359097,130229292,1176474859,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 12,Phường Tân Thới Nhất,Phường Đông Hưng Thuận,,Dương Thị Giang,Căn hộ/Chung cư,13 giờ trước,0,False,10.82442,106.62025,"10.82442,106.62025",,"3,65 tỷ",,,,False,2026-03-29 09:03:16,3650000000 ₫,Mua bán,,,,Chung cư,,56.153847 tr/m²,Sổ hồng riêng,2 PN,65 m²,2
1625001,130230885,1860214211,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 8,Phường 7,Phường Bình Đông,,Trịnh Quang Nghị,Căn hộ/Chung cư,5 ngày trước,0,False,10.70677,106.62474,"10.70677,106.62474",,"2,35 tỷ",,,0,False,2026-03-24 14:51:28,2350000000 ₫,Mua bán,Nội thất đầy đủ,,Đông Nam,Chung cư,Tây Bắc,45.192307 tr/m²,Hợp đồng mua bán,2 PN,52 m²,1
23890076,130232953,463953827,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 7,Phường Tân Hưng,Phường Tân Hưng,,Nguyễn Hữu Thọ,Căn hộ/Chung cư,9 giờ trước,0,False,10.74367,106.70149,"10.74367,106.70149",,"2,75 tỷ",,,0,False,2026-03-29 13:20:53,2750000000 ₫,Mua bán,Nội thất đầy đủ,,,Officetel,,72.36842 tr/m²,Hợp đồng đặt cọc,1 PN,38 m²,1
30129004,130233214,,Bình Dương,TP Hồ Chí Minh,Thành phố Dĩ An,Phường Đông Hòa,Phường Đông Hòa,,Đường Thống Nhất,Căn hộ/Chung cư,2 ngày trước,0,True,10.89115,106.8022,"10.89115,106.8022028",osm:W1301575040,3 tỷ,,,,False,2026-03-27 16:16:02,3000000000 ₫,Mua bán,,,,Chung cư,,52.63158 tr/m²,Hợp đồng đặt cọc,2 PN,57 m²,
27609128,130234910,323999757,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Bình Tân,Phường Tân Tạo,Phường Tân Tạo,,Lộ Tẻ,Căn hộ/Chung cư,3 tuần trước,0,False,10.75315,106.59078,"10.75315,106.59078",,"2,32 tỷ",,,0,False,2026-03-10 10:33:14,2320000000 ₫,Mua bán,,,,Chung cư,,32.584316 tr/m²,Sổ hồng riêng,2 PN,71.1999 m²,2
834935,130235332,1995461341,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Thảo Điền (Quận 2 cũ),Phường An Khánh,,Xa Lộ Hà Nội,Căn hộ/Chung cư,3 tuần trước,0,False,10.80134,106.73999,"10.80134,106.73999",,7 tỷ,,,0,False,2026-03-09 11:26:46,7000000000 ₫,Mua bán,Nội thất đầy đủ,Căn góc,,Chung cư,,93.333336 tr/m²,Sổ hồng riêng,2 PN,75 m²,2
9079758,130236081,331130052,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 10,Phường 12,Phường Hòa Hưng,Số 181,Cao Thắng,Căn hộ/Chung cư,4 tuần trước,0,False,10.77479,106.67535,"10.77479,106.67535",,"1,95 tỷ",,,,False,2026-03-04 15:16:50,1950000000 ₫,Mua bán,Nội thất đầy đủ,,,Officetel,,55.714287 tr/m²,Hợp đồng đặt cọc,1 PN,35 m²,1
14438778,130237313,1937369028,Bình Dương,TP Hồ Chí Minh,Thành phố Dĩ An,Phường Bình Thắng,Phường Đông Hòa,,Xa Lộ Hà Nội,Căn hộ/Chung cư,4 tuần trước,0,False,10.90366,106.79386,"10.90366,106.79386",,"1,4 tỷ",,,,False,2026-02-28 15:05:56,1400000000 ₫,Mua bán,,,,Chung cư,,28.571428 tr/m²,Sổ hồng riêng,1 PN,49 m²,1
3424940,130242234,463953827,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 7,Phường Tân Hưng,Phường Tân Hưng,,Nguyễn Hữu Thọ,Căn hộ/Chung cư,hôm qua,0,False,10.74367,106.70149,"10.74367,106.70149",,"4,3 tỷ",,,0,False,2026-03-30 16:43:46,4300000000 ₫,Mua bán,,,,Chung cư,,71.666664 tr/m²,Hợp đồng mua bán,2 PN,60 m²,1
14979048,130244820,1475241847,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Tân Bình,Phường 15,Phường Tân Sơn,33,Phan Huy Ích,Căn hộ/Chung cư,4 ngày trước,0,False,10.82523,106.63056,"10.82523,106.63056",,"4,2 tỷ",,,0,False,2026-03-25 13:20:00,4200000000 ₫,Mua bán,,,,Chung cư,,47.19101 tr/m²,Hợp đồng mua bán,2 PN,89 m²,2
24626669,130245479,2064367520,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Long Thạnh Mỹ (Quận 9 cũ),Phường Long Bình,,Nguyễn Xiển,Căn hộ/Chung cư,2 tuần trước,0,False,10.8454,106.81972,"10.8454,106.81972",,"2,5 tỷ",,,0,False,2026-03-14 13:12:01,2500000000 ₫,Mua bán,Nội thất đầy đủ,,Bắc,Chung cư,Nam,48.076923 tr/m²,Hợp đồng mua bán,1 PN,52 m²,1
29298125,130246939,1111981669,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Bình Tân,Phường Tân Tạo A,Phường Tân Tạo,96,Trần Đại Nghĩa,Căn hộ/Chung cư,1 tuần trước,0,False,10.72515,106.59517,"10.72515,106.59517",,"2,45 tỷ",,,0,False,2026-03-20 11:04:26,2450000000 ₫,Mua bán,,Căn góc,,Chung cư,,29.518072 tr/m²,Sổ hồng riêng,3 PN,83 m²,2
25776644,130248761,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Hiệp Bình Phước (Quận Thủ Đức cũ),Phường Hiệp Bình,,quốc lộ 1a,Căn hộ/Chung cư,4 tuần trước,0,False,10.850668,106.72051,"10.8506683,106.7205154",,"1,6 tỷ",,,,False,2026-03-03 08:39:45,1600000000 ₫,Mua bán,Nội thất đầy đủ,,,Chung cư,,26.666666 tr/m²,Sổ hồng riêng,2 PN,60 m²,2
26892032,130253197,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 3,Phường 1,Phường Bàn Cờ,,Hẻm 251 Nguyễn Thiện Thuật,Căn hộ/Chung cư,13 giờ trước,0,False,10.76864,106.677765,"10.7686396,106.6777662",osm:W35113134,"2,2 tỷ",,,0,False,2026-03-31 08:58:02,2200000000 ₫,Mua bán,,,,Chung cư,,61.11111 tr/m²,Sổ hồng riêng,1 PN,36 m²,
9700741,130253917,,Bình Dương,TP Hồ Chí Minh,Thành phố Thuận An,Phường Thuận Giao,Phường Thuận Giao,,Nguyễn Chí Thanh,Căn hộ/Chung cư,2 ngày trước,0,False,10.957153,106.71757,"10.9571535,106.7175669",,"1,39 tỷ",,,0,False,2026-03-27 11:34:13,1390000000 ₫,Mua bán,Nội thất cao cấp,,,Chung cư,,34.75 tr/m²,Hợp đồng mua bán,2 PN,40 m²,2
30135235,130256251,1129977625,Bình Dương,TP Hồ Chí Minh,Thành phố Dĩ An,Phường Đông Hòa,Phường Đông Hòa,,Thống Nhất,Căn hộ/Chung cư,2 tuần trước,0,False,10.892224,106.7947,"10.8922243780063,106.794698430998",,"2,33 tỷ",,,0,False,2026-03-14 08:42:12,2330000000 ₫,Mua bán,,,,Chung cư,,45.419193 tr/m²,Hợp đồng mua bán,2 PN,51.2999 m²,2
17087791,130260912,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Tăng Nhơn Phú A (Quận 9 cũ),Phường Tăng Nhơn Phú,,Đường Man Thiện,Căn hộ/Chung cư,2 tuần trước,0,True,10.851672,106.794655,"10.8516722,106.7946566",osm:W607249927,"1,9 tỷ",,,,False,2026-03-17 09:09:07,1900000000 ₫,Mua bán,Hoàn thiện cơ bản,,,Chung cư,,35.185184 tr/m²,Sổ hồng riêng,2 PN,54 m²,2
10907576,130261161,532603838,Bình Dương,TP Hồ Chí Minh,Thành phố Thuận An,Phường Thuận Giao,Phường Thuận Giao,,Thuận Giao 25,Căn hộ/Chung cư,3 tuần trước,0,False,10.95212,106.72329,"10.95212,106.72329",,"1,02 tỷ",,,0,False,2026-03-09 22:31:05,1020000000 ₫,Mua bán,Hoàn thiện cơ bản,,,Chung cư,,30.90909 tr/m²,Sổ hồng riêng,1 PN,33 m²,1
2878224,130261602,633879176,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Bình Chánh,Xã Tân Kiên,Xã Tân Nhựt,,Đường Huỳnh Bá Chánh,Căn hộ/Chung cư,1 tuần trước,0,False,10.716207,106.58481,"10.716207,106.5848072",,"3,3 tỷ",,,0,False,2026-03-21 10:37:10,3300000000 ₫,Mua bán,,,,Chung cư,,39.14591 tr/m²,Sổ hồng riêng,2 PN,84.3 m²,2
19118976,130263437,1782694431,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 4,Phường 1,Phường Vĩnh Hội,346,Bến Vân Đồn,Căn hộ/Chung cư,2 tuần trước,0,False,10.75691,106.69159,"10.75691,106.69159",,"7,9 tỷ",,,0,False,2026-03-15 11:32:50,7900000000 ₫,Mua bán,Nội thất đầy đủ,,,Chung cư,,98.75 tr/m²,Hợp đồng mua bán,2 PN,80 m²,2
2627120,130265253,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 12,Phường Thạnh Lộc,Phường An Phú Đông,,Đường Thạnh Lộc 08,Căn hộ/Chung cư,2 ngày trước,0,True,10.853597,106.678024,"10.8535967,106.6780214",osm:W685042687,"3,79 tỷ",,,0,False,2026-03-27 12:36:01,3790000000 ₫,Mua bán,Nội thất đầy đủ,,,Chung cư,,57.424244 tr/m²,Sổ hồng riêng,2 PN,66 m²,2
17322256,130265565,710355896,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Nhà Bè,Xã Phước Kiển,Xã Nhà Bè,,Nguyễn Hữu Thọ,Căn hộ/Chung cư,3 tuần trước,0,False,10.70387,106.71276,"10.70387,106.71276",,"2,95 tỷ",,,0,False,2026-03-10 09:32:30,2950000000 ₫,Mua bán,Nội thất cao cấp,,Tây,Chung cư,Đông,48.360657 tr/m²,Hợp đồng mua bán,2 PN,61 m²,1
1625001,130269403,1860214211,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 8,Phường 7,Phường Bình Đông,,Trịnh Quang Nghị,Căn hộ/Chung cư,4 ngày trước,0,False,10.70677,106.62474,"10.70677,106.62474",,"2,6 tỷ",,,0,False,2026-03-25 10:51:09,2600000000 ₫,Mua bán,Nội thất đầy đủ,,Đông Nam,Chung cư,Tây Bắc,41.935482 tr/m²,Hợp đồng mua bán,2 PN,62 m²,2
9689094,130271493,2117738109,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Bình Chánh,Xã Bình Hưng,Xã Bình Hưng,,Nguyễn Văn Linh,Căn hộ/Chung cư,3 ngày trước,0,False,10.72615,106.66785,"10.72615,106.66785",,"5,2 tỷ",,,0,False,2026-03-26 14:22:43,5200000000 ₫,Mua bán,,,,Chung cư,,60.465115 tr/m²,Sổ hồng riêng,2 PN,86 m²,2
10907576,130271904,,Bình Dương,TP Hồ Chí Minh,Thành phố Thuận An,Phường An Phú,Phường An Phú,,Dt743,Căn hộ/Chung cư,3 tuần trước,0,False,10.947814,106.738205,"10.9478138,106.7382072",,"1,37 tỷ",,,0,False,2026-03-09 22:31:31,1370000000 ₫,Mua bán,Nội thất đầy đủ,,,Chung cư,,29.148935 tr/m²,Sổ hồng riêng,2 PN,47 m²,1
695211,130272095,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Gò Vấp,Phường 17,Phường Gò Vấp,,Đường Nguyễn Oanh,Căn hộ/Chung cư,3 tuần trước,0,True,10.837407,106.67558,"10.8374069,106.6755808",osm:W722031828,"2,85 tỷ",,,,False,2026-03-10 13:38:48,2850000000 ₫,Mua bán,Hoàn thiện cơ bản,,Tây Nam,Chung cư,Đông Bắc,43.18182 tr/m²,Sổ hồng riêng,2 PN,66 m²,1
11236421,130273032,786126674,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Tân Bình,Phường 10,Phường Bảy Hiền,,Hồng Lạc,Căn hộ/Chung cư,4 tuần trước,0,False,10.78738,106.6472,"10.78738,106.6472",,"7,95 tỷ",,,0,False,2026-03-01 12:59:08,7950000000 ₫,Mua bán,Nội thất đầy đủ,0,,Chung cư,,99.375 tr/m²,Sổ hồng riêng,2 PN,80 m²,2
18788835,130274733,2064367520,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Long Thạnh Mỹ (Quận 9 cũ),Phường Long Bình,,Nguyễn Xiển,Căn hộ/Chung cư,hôm qua,0,False,10.8454,106.81972,"10.8454,106.81972",,"2,9 tỷ",,,0,False,2026-03-28 17:10:08,2900000000 ₫,Mua bán,Nội thất đầy đủ,,,Chung cư,,48.333332 tr/m²,Sổ hồng riêng,2 PN,60 m²,
27957276,130275497,1769506641,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 4,Phường 8,Phường Khánh Hội,,Hoàng Diệu,Căn hộ/Chung cư,2 tuần trước,0,False,10.76522,106.70734,"10.76522,106.70734",,"11,999 tỷ",,,0,False,2026-03-17 09:18:59,11999000000 ₫,Mua bán,,,,Chung cư,,64.85946 tr/m²,Sổ hồng riêng,4 PN,185 m²,5
