Mã người đăng,Mã bài đăng,Mã dự án,Tỉnh/Thành phố cũ,Tỉnh/Thành phố mới,Huyện/Quận cũ,Phường/Xã cũ,Phường mới,Số nhà,Đường,Loại hình,Cập nhât lần cuối,Số tầng,Có hướng ra đường,Vĩ độ,Kinh độ,Tọa độ,Tọa độ ID,Giá (chữ),Chiều dài,Chiều rộng,Mức độ quảng cáo,Đăng bởi Đối tác,Ngày đăng,Giá bán,Hình thức,Hướng đất,Diện tích,Loại hình đất,Đơn giá (tr/m2),Giấy tờ pháp lý,Đặc điểm nhà/đất
4575674,129980431,,Bình Dương,TP Hồ Chí Minh,Thành phố Thuận An,Phường An Phú,Phường An Phú,,Đường Phan Đình Giót,Đất,3 giờ trước,0,True,10.964208,106.746376,"10.964208,106.7463734",osm:W1213499910,"2,6 tỷ",,4 m2,0,True,2026-03-30 06:20:58,2600000000 ₫,Mua bán,,68 m²,Đất thổ cư,38.235294 tr/m²,Đã có sổ,
21904977,129981418,742275553,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Phú Hữu (Quận 9 cũ),Phường Long Trường,,Nguyễn Duy Trinh,Đất,3 tuần trước,0,False,10.79382,106.79685,"10.79382,106.79685",,"12,6 tỷ",26 m2,7 m2,0,False,2026-03-07 10:00:36,12600000000 ₫,Mua bán,Đông Nam,182 m²,Đất nền dự án,69.23077 tr/m²,Đã có sổ,
21904977,129981946,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Long Trường (Quận 9 cũ),Phường Long Trường,,Đường Nguyễn Duy Trinh,Đất,3 tuần trước,0,True,10.806134,106.8213,"10.8061341,106.8212989",osm:W32899393,"13,1 tỷ",26 m2,7 m2,0,False,2026-03-10 21:38:10,13100400000 ₫,Mua bán,,182 m²,Đất nền dự án,71.98022 tr/m²,Đã có sổ,
4575674,129983451,,Bình Dương,TP Hồ Chí Minh,Thành phố Thuận An,Phường An Phú,Phường An Phú,,Đường N1,Đất,17 giờ trước,0,True,10.964585,106.74465,"10.9645852,106.7446536",osm:W1147495530,"2,7 tỷ",,4.5 m2,0,True,2026-03-29 12:18:18,2700000000 ₫,Mua bán,,67.5 m²,Đất thổ cư,40 tr/m²,Đã có sổ,Mặt tiền
30093432,129985217,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Hóc Môn,Xã Bà Điểm,Xã Bà Điểm,,Đường Phan Văn Đối,Đất,1 tuần trước,0,True,10.830328,106.59552,"10.8303277,106.5955211",osm:W599649169,"17,5 tỷ",,,0,False,2026-03-21 16:46:45,17500000000 ₫,Mua bán,Tây Bắc,245 m²,Đất thổ cư,71.42857 tr/m²,Đã có sổ,Mặt tiền;Hẻm xe hơi;Thổ cư toàn bộ
4853960,129986676,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 7,Phường Tân Thuận Đông,Phường Tân Thuận,,Đường Số 1,Đất,4 tuần trước,0,True,10.743603,106.73202,"10.7436031,106.7320138",osm:W205373828,11 tỷ,18 m2,4 m2,,False,2026-03-05 13:46:04,11000000000 ₫,Mua bán,,72 m²,Đất thổ cư,152.77777 tr/m²,Đã có sổ,Hẻm xe hơi;Không có thổ cư
26772767,129988028,,Bình Dương,TP Hồ Chí Minh,Thành phố Thuận An,Phường An Phú,Phường An Phú,,Đường Khu Dân Cư 7m Nội Bộ Bê Tông,Đất,3 tuần trước,0,False,10.947814,106.738205,"10.9478138,106.7382072",,"2,65 tỷ",40 m2,5 m2,0,False,2026-03-11 19:56:42,2650000000 ₫,Mua bán,Tây Bắc,200 m²,Đất thổ cư,13.25 tr/m²,Đã có sổ,Mặt tiền;Nở hậu;Thổ cư 1 phần
13166727,129989378,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Hiệp Phú (Quận 9 cũ),Phường Tăng Nhơn Phú,,HUỲNH VĂN NGHỆ,Đất,5 ngày trước,0,False,10.848822,106.77432,"10.8488216,106.7743236",,"1,4 tỷ",25 m2,5 m2,,False,2026-03-25 13:30:32,1400000000 ₫,Mua bán,,125 m²,Đất thổ cư,11.2 tr/m²,Đã có sổ,Thổ cư toàn bộ;Mặt tiền
30020972,129989565,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Hóc Môn,Xã Đông Thạnh,Xã Đông Thạnh,,Xã Đông Thạnh,Đất,4 tuần trước,0,False,10.89701,106.624084,"10.8970096,106.6240821",,"3,75 tỷ",27 m2,5.4499 m2,,False,2026-03-02 06:55:15,3750000000 ₫,Mua bán,Đông Bắc,109.3 m²,Đất thổ cư,34.309242 tr/m²,Đã có sổ,Hẻm xe hơi;Nở hậu;Thổ cư 1 phần
2392441,129989647,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 12,Phường Thạnh Xuân,Phường Thới An,,Đường Thạnh Xuân 25,Đất,2 tuần trước,0,True,10.879796,106.66933,"10.8797957,106.6693296",osm:W705429621,"5,6 tỷ",30 m2,5 m2,0,False,2026-03-13 16:40:03,5600000000 ₫,Mua bán,Đông Nam,150 m²,Đất thổ cư,37.333332 tr/m²,Đã có sổ,Mặt tiền;Hẻm xe hơi;Thổ cư toàn bộ;Nở hậu
95673,129989903,,Bình Dương,TP Hồ Chí Minh,Thị xã Bến Cát,Phường Thới Hòa,Phường Thới Hòa,,DL15,Đất,4 ngày trước,0,False,11.1044445,106.62324,"11.1044443,106.6232359",,"4,35 tỷ",30 m2,10 m2,0,False,2026-03-26 11:56:32,4350000000 ₫,Mua bán,Đông,300 m²,Đất thổ cư,14.5 tr/m²,Đã có sổ,Mặt tiền;Thổ cư toàn bộ
16936518,129991798,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Nhà Bè,Xã Phú Xuân,Xã Nhà Bè,,Đường Huỳnh Tấn Phát,Đất,4 tuần trước,0,True,10.676515,106.75841,"10.6765147,106.7584049",osm:W760748860,"5,25 tỷ",16 m2,5 m2,0,False,2026-03-01 16:46:01,5250000000 ₫,Mua bán,,80 m²,Đất thổ cư,65.625 tr/m²,Đã có sổ,
541547,129993786,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 12,Phường Thạnh Lộc,Phường An Phú Đông,,Thạnh Lộc 39,Đất,3 ngày trước,0,False,10.87123,106.68598,"10.8712302,106.6859815",,"4,5 tỷ",20 m2,5 m2,0,False,2026-03-27 09:22:58,4500000000 ₫,Mua bán,Nam,100 m²,Đất thổ cư,45 tr/m²,Đã có sổ,Thổ cư 1 phần
45249,129993922,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 12,Phường Tân Thới Nhất,Phường Đông Hưng Thuận,,Đường Tân Thới Nhất 1,Đất,4 ngày trước,0,False,10.835794,106.61572,"10.8357946,106.6157244",,"4,25 tỷ",17 m2,4 m2,0,False,2026-03-26 09:36:10,4250000000 ₫,Mua bán,,70 m²,Đất thổ cư,60.714287 tr/m²,Đã có sổ,Mặt tiền;Hẻm xe hơi
589686,129994653,336827646,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Bình Chánh,Xã Phong Phú,Xã Bình Hưng,"Số 155 đường số 18, khu dân cư Phong Phú 4",Số 10,Đất,4 ngày trước,0,False,10.72766,106.64882,"10.72766,106.64882",,"6,65 tỷ",20 m2,5 m2,0,False,2026-03-26 14:26:01,6650000000 ₫,Mua bán,Đông Bắc,100 m²,Đất nền dự án,66.5 tr/m²,Đã có sổ,Mặt tiền;Nở hậu;Thổ cư toàn bộ
4570548,129994887,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Củ Chi,Xã Tân Thạnh Đông,Xã Phú Hòa Đông,,Đường Tỉnh lộ 15,Đất,4 tuần trước,0,True,10.9276085,106.60221,"10.9276083,106.6022134",osm:W32910314,"5,3 tỷ",33.5 m2,12 m2,,False,2026-03-02 11:56:00,5300000000 ₫,Mua bán,,400.3999 m²,Đất thổ cư,13.236767 tr/m²,Đã có sổ,Mặt tiền
460869,129995786,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 12,Phường Tân Thới Nhất,Phường Đông Hưng Thuận,,Đường Phan Văn Hớn,Đất,3 tuần trước,0,True,10.827228,106.625175,"10.8272273,106.6251763",osm:W1266119103,"5,45 tỷ",18 m2,4 m2,0,True,2026-03-09 14:58:01,5450000000 ₫,Mua bán,Đông Nam,72 m²,Đất thổ cư,75.69444 tr/m²,Đang chờ sổ,Hẻm xe hơi;Thổ cư toàn bộ
30080703,129999146,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Bình Tân,Phường Bình Hưng Hoà B,Phường Bình Tân,,Đường Bình Thành,Đất,4 tuần trước,0,True,10.809379,106.589005,"10.8093786,106.5890081",osm:W604424437,"3,5 tỷ",14 m2,4 m2,0,False,2026-03-02 06:59:34,3500000000 ₫,Mua bán,Đông Nam,56 m²,Đất thổ cư,62.5 tr/m²,Đã có sổ,Hẻm xe hơi;Nở hậu
9337596,130001108,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Tân Phú,Phường Tân Sơn Nhì,Phường Tân Sơn Nhì,,Đường Tân Sơn Nhì,Đất,2 tuần trước,0,True,10.799231,106.63215,"10.7992303,106.6321471",osm:W817274415,"5,1 tỷ",13 m2,4 m2,0,False,2026-03-18 20:26:32,5100000000 ₫,Mua bán,,60 m²,Đất thổ cư,85 tr/m²,Đã có sổ,Nở hậu;Hẻm xe hơi
4376053,130002570,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Cần Giờ,Xã An Thới Đông,Xã An Thới Đông,,Đường Rừng Sác,Đất,2 tuần trước,0,False,10.521099,106.85381,"10.5210993,106.8538105",,"1,15 tỷ",,,0,False,2026-03-15 20:53:03,1150000000 ₫,Mua bán,,114 m²,Đất nông nghiệp,10.087719 tr/m²,Đã có sổ,
4575674,130003600,,Bình Dương,TP Hồ Chí Minh,Thành phố Dĩ An,Phường Đông Hòa,Phường Đông Hòa,,Đường Võ Thị Sáu,Đất,4 tuần trước,0,True,10.898432,106.774956,"10.8984318,106.7749549",osm:W860162952,"4,6 tỷ",,4.3 m2,,True,2026-03-01 09:54:35,4600000000 ₫,Mua bán,,102 m²,Đất thổ cư,45.098038 tr/m²,Đã có sổ,Hẻm xe hơi
10512187,130003739,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Bình Chánh,Xã Hưng Long,Xã Hưng Long,,tân liễu,Đất,3 tuần trước,0,False,10.668168,106.62324,"10.6681681,106.6232359",,13 tỷ,36 m2,64 m2,0,False,2026-03-09 05:44:43,13000000000 ₫,Mua bán,Tây Nam,2300 m²,Đất thổ cư,5.652174 tr/m²,Đã có sổ,Hẻm xe hơi;Thổ cư 1 phần
1813180,130004962,,Bình Dương,TP Hồ Chí Minh,Thị xã Bến Cát,Phường Hòa Lợi,Phường Hòa Lợi,,Ba Lan Xi,Đất,7 ngày trước,0,False,11.112711,106.670395,"11.1127106,106.6703963",,"1,9 tỷ",47 m2,8 m2,0,False,2026-03-23 08:29:26,1900000000 ₫,Mua bán,,376 m²,Đất thổ cư,5.0531917 tr/m²,Đã có sổ,Mặt tiền;Nở hậu;Thổ cư 1 phần
2060353,130005428,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Hiệp Bình Chánh (Quận Thủ Đức cũ),Phường Hiệp Bình,40,Đường Hiệp Bình,Đất,10 giờ trước,0,True,10.837765,106.73258,"10.8377644,106.7325841",osm:W305402847,"8,4 tỷ",22.5 m2,5.4 m2,0,False,2026-03-29 19:15:17,8400000000 ₫,Mua bán,Bắc,120 m²,Đất thổ cư,70 tr/m²,Đã có sổ,Mặt tiền;Không có thổ cư
22681973,130007951,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Trường Thọ (Quận Thủ Đức cũ),Phường Thủ Đức,,Đường số 2,Đất,hôm qua,0,True,10.836502,106.752884,"10.8365022,106.7528821",osm:W1303640938,"9,8 tỷ",33 m2,5 m2,0,False,2026-03-28 09:03:41,9800000000 ₫,Mua bán,,166 m²,Đất thổ cư,59.036144 tr/m²,Đã có sổ,Hẻm xe hơi
288,130008098,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 12,Phường Hiệp Thành,Phường Tân Thới Hiệp,,Đường Hiệp Thành 35,Đất,2 tuần trước,0,True,10.8691225,106.645966,"10.8691221,106.6459661",osm:W327591332,"6,9 tỷ",17 m2,5 m2,0,False,2026-03-14 13:38:04,6900000000 ₫,Mua bán,Tây Nam,85 m²,Đất thổ cư,81.17647 tr/m²,Đã có sổ,Mặt tiền
288,130008856,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 12,Phường Hiệp Thành,Phường Tân Thới Hiệp,,Hiệp Thành 12,Đất,1 tuần trước,0,False,10.882503,106.63797,"10.8825023,106.6379724",,"6,3 tỷ",26 m2,4.6999 m2,0,False,2026-03-21 15:21:30,6300000000 ₫,Mua bán,,123 m²,Đất thổ cư,51.219513 tr/m²,Đã có sổ,Mặt tiền
4880554,130010171,2035861820,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Phước Long B (Quận 9 cũ),Phường Phước Long,,Dương Đình Hội,Đất,3 ngày trước,0,False,10.82118,106.77915,"10.82118,106.77915",,"19,8 tỷ",16.1 m2,11 m2,0,False,2026-03-27 14:34:00,19800000000 ₫,Mua bán,,178.3 m²,Đất nền dự án,111.0488 tr/m²,Đang chờ sổ,Mặt tiền
10061355,130010226,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Củ Chi,Xã Nhuận Đức,Xã Nhuận Đức,,Đường Bà Thiên,Đất,5 ngày trước,0,True,11.066413,106.51532,"11.066413,106.5153173",osm:W32576909,"3,5 tỷ",60 m2,8 m2,0,False,2026-03-25 10:01:46,3500000000 ₫,Mua bán,,460 m²,Đất thổ cư,7.6086955 tr/m²,Đã có sổ,
12848827,130011048,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Hiệp Bình Chánh (Quận Thủ Đức cũ),Phường Hiệp Bình,,Đường số 10,Đất,17 giờ trước,0,True,10.824625,106.72743,"10.8246254,106.7274315",osm:W292941657,74 tỷ,45 m2,19 m2,0,False,2026-03-29 11:45:58,74000000000 ₫,Mua bán,,822 m²,Đất thổ cư,90.02433 tr/m²,Đã có sổ,Thổ cư toàn bộ
5435780,130014382,1130016389,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Bình Chánh,Xã Phong Phú,Xã Bình Hưng,,Nguyễn Văn Linh,Đất,4 tuần trước,0,False,10.70592,106.63772,"10.70592,106.63772",,"8,15 tỷ",19 m2,7 m2,,True,2026-03-02 13:32:53,8150000000 ₫,Mua bán,Tây Nam,133 m²,Đất nền dự án,61.278194 tr/m²,Đã có sổ,Thổ cư toàn bộ
4575674,130014863,,Bình Dương,TP Hồ Chí Minh,Thành phố Dĩ An,Phường Đông Hòa,Phường Đông Hòa,,Đường Trần Hưng Đạo,Đất,hôm qua,0,True,10.900142,106.77921,"10.9001414,106.779214",osm:W568398688,"4,7 tỷ",,4 m2,0,True,2026-03-28 10:59:46,4700000000 ₫,Mua bán,,85 m²,Đất thổ cư,55.294117 tr/m²,Đã có sổ,
24115990,130015452,,Bình Dương,TP Hồ Chí Minh,Huyện Phú Giáo,Xã An Thái,Xã Phước Thành,,DH 507,Đất,3 ngày trước,0,False,11.451133,106.78244,"11.451133,106.7824429",,350 triệu,,,0,False,2026-03-27 10:41:08,350000000 ₫,Mua bán,,250 m²,Đất thổ cư,1.4 tr/m²,Đã có sổ,Mặt tiền;Nở hậu
19148654,130018216,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Hóc Môn,Xã Tân Hiệp,Xã Hóc Môn,,Đường Dương Công Khi,Đất,2 tuần trước,0,True,10.903371,106.57996,"10.9033705,106.5799673",osm:W607215907,22 tỷ,78 m2,8 m2,0,False,2026-03-14 13:48:02,22000000000 ₫,Mua bán,,627 m²,Đất thổ cư,35.08772 tr/m²,Đã có sổ,Mặt tiền;Nở hậu
4575674,130018315,,Bình Dương,TP Hồ Chí Minh,Thành phố Dĩ An,Phường Tân Bình,Phường Tân Đông Hiệp,,Đường Lê Hồng Phong,Đất,5 ngày trước,0,True,10.934232,106.752754,"10.9342318,106.7527567",osm:W1222914177,"3,5 tỷ",,5 m2,,True,2026-03-25 15:27:08,3500000000 ₫,Mua bán,,77 m²,Đất thổ cư,45.454544 tr/m²,Đã có sổ,Mặt tiền
29376637,130018610,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Hóc Môn,Xã Nhị Bình,Xã Đông Thạnh,47/23,Nhi Binh 21,Đất,6 ngày trước,0,False,10.913259,106.67335,"10.9132585,106.6733441",,"3,32 tỷ",13 m2,7 m2,0,False,2026-03-24 07:06:20,3320000000 ₫,Mua bán,,115 m²,Đất thổ cư,28.869566 tr/m²,Đã có sổ,Mặt tiền;Thổ cư toàn bộ
24515227,130019147,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Củ Chi,Xã An Phú,Xã An Nhơn Tây,,Đường Bến Súc,Đất,4 tuần trước,0,True,11.115589,106.50083,"11.1155895,106.5008285",osm:W32578725,"3,7 tỷ",50 m2,8 m2,0,False,2026-03-03 10:56:48,3700000000 ₫,Mua bán,,400 m²,Đất thổ cư,9.25 tr/m²,Đã có sổ,Mặt tiền
935679,130019457,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 12,Phường Thạnh Lộc,Phường An Phú Đông,,Đường Thạnh Lộc 41,Đất,2 tuần trước,0,True,10.881563,106.685715,"10.8815629,106.6857111",osm:W322875681,"6,5 tỷ",20 m2,5 m2,0,False,2026-03-13 12:23:59,6500000000 ₫,Mua bán,Đông Bắc,100 m²,Đất thổ cư,65 tr/m²,Đã có sổ,Mặt tiền
4684243,130020746,,Bình Dương,TP Hồ Chí Minh,Thành phố Dĩ An,Phường Đông Hòa,Phường Đông Hòa,,Đường Tô Vĩnh Diện,Đất,2 tuần trước,0,True,10.886408,106.78341,"10.8864077,106.7834084",osm:W568398686,"3,5 tỷ",,5 m2,0,False,2026-03-14 11:53:23,3500000000 ₫,Mua bán,Đông Bắc,67 m²,Đất thổ cư,52.238808 tr/m²,Đã có sổ,Mặt tiền
4684243,130020792,,Bình Dương,TP Hồ Chí Minh,Thành phố Dĩ An,Phường Bình An,Phường Đông Hòa,,Đường Bình Thung,Đất,30 phút trước,0,True,10.9052925,106.80299,"10.9052927,106.8029972",osm:W290631777,"6,4 tỷ",,6.1999 m2,0,False,2026-03-30 05:14:31,6400000000 ₫,Mua bán,Nam,215 m²,Đất thổ cư,29.767443 tr/m²,Đã có sổ,Mặt tiền;Hẻm xe hơi
26724522,130020898,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Bình Tân,Phường Bình Hưng Hoà B,Phường Bình Tân,,Đường Bình Thành,Đất,hôm qua,0,True,10.809379,106.589005,"10.8093786,106.5890081",osm:W604424437,"2,65 tỷ",13 m2,4 m2,0,False,2026-03-28 10:39:26,2650000000 ₫,Mua bán,Đông,53 m²,Đất thổ cư,50 tr/m²,Đã có sổ,Hẻm xe hơi;Thổ cư toàn bộ
4572622,130021154,,Bình Dương,TP Hồ Chí Minh,Thành phố Dĩ An,Phường Tân Bình,Phường Tân Đông Hiệp,,Đường Cây Da,Đất,4 tuần trước,0,True,10.9361925,106.76016,"10.9361928,106.7601658",osm:W498042947,"3,5 tỷ",20 m2,5 m2,,True,2026-03-02 10:16:55,3500000000 ₫,Mua bán,,98 m²,Đất thổ cư,35.714287 tr/m²,Đã có sổ,Hẻm xe hơi
27407581,130021439,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Hóc Môn,Xã Thới Tam Thôn,Xã Đông Thạnh,,Đường Nguyễn Thị Ngâu,Đất,7 ngày trước,0,True,10.90217,106.60488,"10.9021702,106.6048812",osm:W32910317,"5,6 tỷ",17 m2,9.5 m2,0,False,2026-03-23 07:20:02,5600000000 ₫,Mua bán,,165 m²,Đất thổ cư,33.939392 tr/m²,Đã có sổ,
26102016,130023912,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 12,Phường Thạnh Lộc,Phường An Phú Đông,,"Đường Hà Huy Giáp, Phường Thạnh Lộc, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",Đất,5 ngày trước,0,False,10.866282,106.67992,"10.8662827,106.6799194",,"9,499 tỷ",31 m2,4 m2,0,False,2026-03-25 10:47:56,9499000000 ₫,Mua bán,,123 m²,Đất thổ cư,77.227646 tr/m²,Đã có sổ,Mặt tiền
199685,130024391,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Củ Chi,Xã Phú Hòa Đông,Xã Phú Hòa Đông,,Đường Bến Lội,Đất,4 ngày trước,0,True,11.006367,106.54313,"11.0063663,106.5431278",osm:W32586862,"1,75 tỷ",40 m2,5 m2,0,False,2026-03-26 11:19:40,1750000000 ₫,Mua bán,,200 m²,Đất thổ cư,8.75 tr/m²,Đã có sổ,Hẻm xe hơi;Thổ cư toàn bộ
5008087,130025345,,Bà Rịa - Vũng Tàu,TP Hồ Chí Minh,Thành phố Bà Rịa,Xã Hoà Long,Phường Tam Long,,Đường Quốc lộ 56,Đất,3 ngày trước,0,True,10.540431,107.205215,"10.5404307,107.2052185",osm:W274712422,"1,19 tỷ",20 m2,4 m2,0,False,2026-03-27 15:44:30,1190000000 ₫,Mua bán,Đông,72 m²,Đất thổ cư,16.527779 tr/m²,Đã có sổ,
11411833,130026859,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Linh Trung (Quận Thủ Đức cũ),Phường Linh Xuân,39,Đường Số 5,Đất,6 ngày trước,0,True,10.862607,106.7658,"10.8626071,106.7657992",osm:W1178245698,"8,3 tỷ",,6 m2,0,False,2026-03-24 09:57:54,8300000000 ₫,Mua bán,,137.8 m²,Đất thổ cư,60.23222 tr/m²,Đã có sổ,Mặt tiền
2971857,130027059,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Long Trường (Quận 9 cũ),Phường Long Trường,,Đường Nguyễn Duy Trinh,Đất,4 tuần trước,0,True,10.806134,106.8213,"10.8061341,106.8212989",osm:W32899393,"31,5 tỷ",63 m2,16 m2,0,False,2026-03-04 15:53:52,31500000000 ₫,Mua bán,,1013 m²,Đất thổ cư,31.095755 tr/m²,Đã có sổ,Hẻm xe hơi;Nở hậu;Thổ cư toàn bộ
4360943,130027284,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Long Phước (Quận 9 cũ),Phường Long Phước,,Đường Long Phước,Đất,2 tuần trước,0,True,10.801833,106.85854,"10.8018332,106.85854",osm:W32899378,7 tỷ,21.59 m2,4.5 m2,0,False,2026-03-19 16:45:48,7000000000 ₫,Mua bán,Đông,102 m²,Đất thổ cư,68.62745 tr/m²,Đã có sổ,Mặt tiền
62340,130027895,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 12,Phường Thạnh Xuân,Phường Thới An,,Tx22,Đất,7 ngày trước,0,False,10.8834305,106.670395,"10.8834303,106.6703963",,"3,55 tỷ",8 m2,6.5 m2,0,False,2026-03-23 16:23:03,3550000000 ₫,Mua bán,,50.5 m²,Đất thổ cư,70.29703 tr/m²,Đã có sổ,Thổ cư toàn bộ
3733035,130028069,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 12,Phường Tân Thới Nhất,Phường Đông Hưng Thuận,,Đường Phan Văn Hớn,Đất,2 tháng trước,0,True,10.827228,106.625175,"10.8272273,106.6251763",osm:W1266119103,"5,2 tỷ",18 m2,4 m2,,False,2026-02-01 14:55:58,5200000000 ₫,Mua bán,Đông Nam,72 m²,Đất thổ cư,72.22222 tr/m²,Đang chờ sổ,Hẻm xe hơi;Thổ cư toàn bộ
30353165,130030402,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Trường Thạnh (Quận 9 cũ),Phường Long Phước,,Đường Nguyễn Duy Trinh,Đất,2 tuần trước,0,True,10.813223,106.833725,"10.8132227,106.833723",osm:W32585249,"3,45 tỷ",20 m2,4 m2,0,False,2026-03-19 12:33:15,3450000000 ₫,Mua bán,,80 m²,Đất thổ cư,43.125 tr/m²,Đã có sổ,Hẻm xe hơi;Thổ cư toàn bộ
2715047,130030906,,Bà Rịa - Vũng Tàu,TP Hồ Chí Minh,Thị xã Phú Mỹ,Phường Hắc Dịch,Phường Tân Thành,,Đường Mỹ Xuân-Ngãi Giao,Đất,1 tuần trước,0,True,10.643972,107.12653,"10.6439724,107.1265356",osm:W570670515,"14,5 tỷ",70 m2,20 m2,0,False,2026-03-20 09:14:51,14500000000 ₫,Mua bán,Bắc,1400 m²,Đất thổ cư,10.357142 tr/m²,Đã có sổ,Mặt tiền;Thổ cư 1 phần
14436219,130032439,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Bình Chánh,Xã Tân Nhựt,Xã Tân Nhựt,,Đối Diện Bệnh Viện Nhi Thành Phố,Đất,14 giờ trước,0,False,10.715549,106.55251,"10.7155493,106.5525145",,420 triệu,,,0,False,2026-03-29 14:44:01,420000000 ₫,Mua bán,,125 m²,Đất nông nghiệp,3.36 tr/m²,Sổ chung / công chứng vi bằng,Hẻm xe hơi;Chưa có thổ cư
30549473,130033454,,Bình Dương,TP Hồ Chí Minh,Huyện Bàu Bàng,Xã Trừ Văn Thố,Xã Trừ Văn Thố,,Ql13,Đất,2 ngày trước,0,False,11.356915,106.61145,"11.3569158,106.6114474",,450 triệu,50 m2,10 m2,0,False,2026-03-27 17:51:55,450000000 ₫,Mua bán,,500 m²,Đất thổ cư,0.9 tr/m²,Đã có sổ,
9572125,130034380,,Bình Dương,TP Hồ Chí Minh,Huyện Dầu Tiếng,Xã Định An,Xã Dầu Tiếng,,Tl751,Đất,19 giờ trước,0,False,11.354266,106.36993,"11.3542662,106.3699271",,700 triệu,,5 m2,0,False,2026-03-29 09:40:49,700000000 ₫,Mua bán,,275 m²,Đất thổ cư,2.5454545 tr/m²,Đã có sổ,Mặt tiền
913890,130037030,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Long Thạnh Mỹ (Quận 9 cũ),Phường Long Bình,,Đường Nguyễn Văn Tăng,Đất,hôm qua,0,True,10.842542,106.820076,"10.842542,106.8200785",osm:W32583376,"5,6 tỷ",20 m2,4 m2,0,False,2026-03-28 14:42:26,5600000000 ₫,Mua bán,,80 m²,Đất thổ cư,70 tr/m²,Đã có sổ,
30315139,130038410,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Củ Chi,Xã Tân An Hội,Xã Tân An Hội,,Đường Nguyễn Văn Khạ,Đất,hôm qua,0,True,10.989737,106.491585,"10.9897368,106.491587",osm:W128777433,980 triệu,40 m2,10 m2,,False,2026-03-28 09:19:49,980000000 ₫,Mua bán,,400 m²,Đất thổ cư,2.45 tr/m²,Đã có sổ,
